first_name,last_name,team,number,position,age,born,birth_place,country,height,weight,shoots
Luke,Pearson,Univ. of Notre Dame,30,G,25,2001,"Whitby, ON",Canada,"6'2""",185,L
Jack,Williams,Univ. of Notre Dame,29,G,24,2001,"St. Louis, MO",USA,"6'3""",190,L
Caeden,Carlisle,Univ. of Notre Dame,27,D,22,2004,"Mississauga, ON",Canada,"6'1""",196,L
Paul,Fischer,Univ. of Notre Dame,16,D,21,2005,"River Forest, IL",USA,"6'0""",203,L
Jimmy,Jurcev,Univ. of Notre Dame,2,D,22,2003,"Palos Heights, IL",USA,"6'5""",201,R
Jaedon,Kerr,Univ. of Notre Dame,21,D,22,2003,"Elk River, MN",USA,"6'4""",218,R
Axel,Kumlin,Univ. of Notre Dame,5,D,24,2002,Stockholm,Sweden,"6'1""",196,R
Drew,Mackie,Univ. of Notre Dame,6,D,20,2005,"Anchorage, AK",USA,"6'0""",187,L
Michael,Mastrodomenico,Univ. of Notre Dame,4,D,21,2004,"Kirkland, QC",Canada,"6'0""",209,R
Henry,Nelson,Univ. of Notre Dame,12,D,22,2003,"Maple Grove, MN",USA,"6'1""",196,L
Brennan,Ali,Univ. of Notre Dame,13,F,22,2004,"Glencoe, IL",USA,"6'0""",194,L
William,Belle,Univ. of Notre Dame,8,F,19,2007,Dongguan,USA,"6'4""",236,R
Cole,Brown,Univ. of Notre Dame,9,F,20,2005,"Aurora, ON",Canada,"6'3""",190,L
Jayden,Davis,Univ. of Notre Dame,15,F,22,2003,"Calgary, AB",Canada,"5'10""",190,L
Pano,Fimis,Univ. of Notre Dame,17,F,21,2004,"Richmond Hill, ON",Canada,"5'11""",183,R
Maddox,Fleming,Univ. of Notre Dame,14,F,22,2004,"Rochester, MN",USA,"5'11""",198,R
Niko,Jovanovic,Univ. of Notre Dame,20,F,23,2002,"West Vancouver, BC",Canada,"6'3""",223,L
Cole,Knuble,Univ. of Notre Dame,22,F,21,2004,"Grand Rapids, MI",USA,"5'10""",192,R
Jack,Larrigan,Univ. of Notre Dame,18,F,21,2004,"St. Louis, MO",USA,"5'10""",179,R
Sutter,Muzzatti,Univ. of Notre Dame,28,F,22,2003,"Okemos, MI",USA,"6'6""",229,L
Danny,Nelson,Univ. of Notre Dame,11,F,20,2005,"Maple Grove, MN",USA,"6'3""",216,L
Dashel,Oliver,Univ. of Notre Dame,24,F,21,2005,"Bloomington, IN",USA,"5'10""",185,R
Charles,Pardue,Univ. of Notre Dame,3,F,20,2006,"Winnetka, IL",USA,"5'10""",172,R
Michael,Schermerhorn,Univ. of Notre Dame,23,F,22,2003,"Traverse City, MI",USA,"6'0""",216,L
Carter,Slaggert,Univ. of Notre Dame,25,F,20,2005,"South Bend, IN",USA,"5'9""",174,L
Evan,Werner,Univ. of Notre Dame,19,F,23,2003,"Flower Mound, TX",USA,"5'8""",174,R
Will,Ingemann,Univ. of St. Thomas,1,G,20,2005,"Plymouth, MN",USA,"5'11""",179,L
Carsen,Musser,Univ. of St. Thomas,32,G,20,2005,"Fairmont, MN",USA,"6'4""",220,L
Aaron,Trotter,Univ. of St. Thomas,31,G,24,2001,"Victoria, BC",Canada,"6'2""",170,L
Bauer,Berry,Univ. of St. Thomas,16,D,20,2005,"Grand Forks, ND",USA,"6'4""",218,L
Chase,Cheslock,Univ. of St. Thomas,26,D,21,2004,"Rogers, MN",USA,"6'3""",205,R
Hayes,Hundley,Univ. of St. Thomas,5,D,20,2005,"Upper Arlington, OH",USA,"6'3""",207,R
Colton,Jamieson,Univ. of St. Thomas,2,D,21,2004,"Hudson, WI",USA,"6'0""",198,L
Cole,Miller,Univ. of St. Thomas,4,D,23,2002,"Littleton, CO",USA,"5'11""",185,R
Carson,Peters,Univ. of St. Thomas,21,D,23,2002,"Minneapolis, MN",USA,"6'3""",201,L
Mason,Poolman,Univ. of St. Thomas,10,D,24,2002,"East Grand Forks, MN",USA,"6'1""",190,L
Jase,Sofo,Univ. of St. Thomas,14,D,23,2002,"Sylvania, OH",USA,"6'4""",190,R
Nick,Williams,Univ. of St. Thomas,20,D,23,2002,"Edina, MN",USA,"5'9""",174,L
Jake,Braccini,Univ. of St. Thomas,17,F,24,2001,"Hanover, MN",USA,"5'11""",192,L
Alex,Gaffney,Univ. of St. Thomas,12,F,23,2002,"West Orange, NJ",USA,"5'9""",176,L
Joshua,Giuliani,Univ. of St. Thomas,18,F,21,2004,"Plymouth, MN",USA,"6'1""",176,R
Dylan,Godbout,Univ. of St. Thomas,28,F,21,2004,"Woodbury, MN",USA,"5'11""",185,L
Casy,Laylin,Univ. of St. Thomas,9,F,22,2004,Sierre,USA,"5'9""",174,R
Luc,Laylin,Univ. of St. Thomas,19,F,24,2001,Iserlohn,USA,"5'8""",174,R
Attila,Lippai,Univ. of St. Thomas,25,F,21,2004,"St. Paul, MN",USA,"5'9""",181,L
Ryan,O'Neill,Univ. of St. Thomas,11,F,25,2001,"Roseville, MN",USA,"5'10""",174,R
Quinton,Pepper,Univ. of St. Thomas,15,F,24,2002,"London, ON",Canada,"6'3""",187,R
Nathan,Pilling,Univ. of St. Thomas,29,F,21,2004,"Calgary, AB",Canada,"6'4""",209,L
Sam,Ranallo,Univ. of St. Thomas,7,F,21,2004,"Rogers, MN",USA,"5'10""",168,L
Luke,Schelter,Univ. of St. Thomas,27,F,21,2004,"Centennial, CO",USA,"6'2""",196,R
Charlie,Schoen,Univ. of St. Thomas,82,F,24,2001,"Andover, MN",USA,"5'10""",161,R
Caige,Sterzer,Univ. of St. Thomas,8,F,25,2000,"Kimberley, BC",Canada,"6'5""",227,L
Lucas,Van Vliet,Univ. of St. Thomas,13,F,20,2006,"Livonia, MI",USA,"6'2""",181,L
Lucas,Wahlin,Univ. of St. Thomas,3,F,24,2001,"Woodbury, MN",USA,"6'0""",170,R
Cullen,DeYoung,Univ. of Vermont,35,G,24,2002,"Canton, MI",USA,"6'0""",170,L
Axel,Mangbo,Univ. of Vermont,50,G,22,2003,Höganäs,Sweden,"6'3""",190,L
Jacob,Oster,Univ. of Vermont,39,G,21,2004,"Manotick, ON",Canada,"6'3""",194,L
Aiden,Wright,Univ. of Vermont,34,G,20,2005,"Wake Forest, NC",USA,"6'1""",185,L
P.J.,Forgione,Univ. of Vermont,5,D,21,2004,"Burlington, VT",USA,"6'2""",214,L
Xavier,Henry,Univ. of Vermont,20,D,24,2001,"Scarborough, ON",Canada,"6'5""",216,L
Caeden,Herrington,Univ. of Vermont,2,D,20,2006,"Manchester, VT",USA,"6'2""",205,R
Charlie,Kinsman,Univ. of Vermont,6,D,20,2005,"Orchard Park, NY",USA,"5'11""",196,R
Jack,Malinski,Univ. of Vermont,25,D,23,2002,"Lakeville, MN",USA,"5'10""",170,R
Duncan,Ramsay,Univ. of Vermont,27,D,22,2004,"Halifax, NS",Canada,"6'5""",212,L
Philip,Törnqvist,Univ. of Vermont,4,D,24,2001,Göteborg,Sweden,"6'0""",198,L
Sebastian,Törnqvist,Univ. of Vermont,38,D,22,2003,Everlöv,Sweden,"5'11""",190,R
Jax,Wismer,Univ. of Vermont,7,D,20,2005,"Newmarket, ON",Canada,"6'0""",176,L
Jonah,Aegerter,Univ. of Vermont,12,F,22,2004,"Janesville, WI",USA,"5'9""",183,R
Ethan,Burroughs,Univ. of Vermont,22,F,22,2003,"Oakville, ON",Canada,"5'10""",190,R
Tyler,Dysart,Univ. of Vermont,16,F,21,2004,"Sunnyvale, CA",USA,"5'10""",170,L
Zach,Filak,Univ. of Vermont,11,F,22,2004,"Northville, MI",USA,"6'1""",185,L
Dawson,Good,Univ. of Vermont,14,F,23,2002,"Abbotsford, BC",Canada,"6'1""",214,L
Cédrick,Guindon,Univ. of Vermont,19,F,21,2004,"Rockland, ON",Canada,"5'11""",185,L
Colin,Kessler,Univ. of Vermont,17,F,21,2004,"Anchorage, AK",USA,"6'0""",181,L
Michael,La Starza,Univ. of Vermont,9,F,22,2004,"Montréal, QC",Canada,"5'11""",190,L
Massimo,Lombardi,Univ. of Vermont,18,F,23,2002,"Beaconsfield, QC",Canada,"5'10""",194,R
Matteo,Michels,Univ. of Vermont,28,F,20,2005,"Colleyville, TX",USA,"5'11""",170,R
Jens,Richards,Univ. of Vermont,29,F,23,2002,"Detroit Lakes, MN",USA,"6'2""",194,L
David,Sacco,Univ. of Vermont,37,F,24,2002,"Middleton, MA",USA,"6'1""",194,R
Daniel,Sambuco,Univ. of Vermont,21,F,22,2003,"Springfield, PA",USA,"6'0""",207,L
Thomas,Sinclair,Univ. of Vermont,26,F,23,2002,"Toronto, ON",Canada,"6'3""",216,R
Blake,Steenerson,Univ. of Vermont,13,F,20,2005,"Maple Grove, MN",USA,"6'4""",209,R
Max,Strand,Univ. of Vermont,10,F,22,2003,"Roseau, MN",USA,"5'10""",181,R
Anton,Castro,Univ. of Wisconsin,33,G,23,2003,"Mendota Heights, MN",USA,"6'1""",181,L
Daniel,Hauser,Univ. of Wisconsin,31,G,22,2004,"Chestermere, AB",Canada,"5'11""",165,L
Eli,Pulver,Univ. of Wisconsin,30,G,22,2003,"Vancouver, BC",Canada,"6'1""",165,L
Ben,Dexheimer,Univ. of Wisconsin,4,D,23,2002,"Edina, MN",USA,"5'10""",165,R
Aiden,Dubinsky,Univ. of Wisconsin,28,D,21,2004,"Highland Park, IL",USA,"6'0""",181,R
Logan,Hensler,Univ. of Wisconsin,6,D,19,2006,"Woodbury, MN",USA,"6'3""",198,R
Weston,Knox,Univ. of Wisconsin,26,D,21,2004,"Andover, MN",USA,"6'0""",181,L
Luke,Osburn,Univ. of Wisconsin,2,D,19,2006,"Plymouth, MI",USA,"6'1""",185,L
Joe,Palodichuk,Univ. of Wisconsin,14,D,23,2003,"Cottage Grove, MN",USA,"6'0""",174,L
Jack,Phelan,Univ. of Wisconsin,8,D,21,2004,"Hinsdale, IL",USA,"6'3""",185,R
Zach,Schulz,Univ. of Wisconsin,5,D,20,2005,"South Lyon, MI",USA,"6'1""",196,L
Ryan,Botterill,Univ. of Wisconsin,21,F,22,2003,"Portage la Prairie, MB",Canada,"5'11""",176,L
Finn,Brink,Univ. of Wisconsin,27,F,20,2005,"Maple Grove, MN",USA,"5'10""",185,L
Grady,Deering,Univ. of Wisconsin,17,F,20,2005,"Des Moines, IA",USA,"6'2""",209,R
Tyson,Dyck,Univ. of Wisconsin,16,F,22,2004,"Abbotsford, BC",Canada,"6'0""",170,L
Quinn,Finley,Univ. of Wisconsin,19,F,21,2004,"Valparaiso, IN",USA,"6'0""",179,L
Christian,Fitzgerald,Univ. of Wisconsin,13,F,23,2002,"Coquitlam, BC",Canada,"6'0""",174,L
Jack,Horbach,Univ. of Wisconsin,22,F,23,2002,"Naperville, IL",USA,"5'11""",170,R
Bruno,Idzan,Univ. of Wisconsin,91,F,20,2006,Zagreb,Croatia,"6'0""",165,L
Kyle,Kukkonen,Univ. of Wisconsin,9,F,23,2002,"Maple Grove, MN",USA,"5'10""",174,R
Blake,Montgomery,Univ. of Wisconsin,47,F,20,2005,"Annapolis, MD",USA,"6'4""",196,L
Gavin,Morrissey,Univ. of Wisconsin,7,F,23,2003,"Dayton, OH",USA,"5'11""",181,L
Adam,Pietila,Univ. of Wisconsin,18,F,23,2003,"Howell, MI",USA,"6'0""",190,R
Simon,Tassy,Univ. of Wisconsin,11,F,24,2001,"Montréal, QC",Canada,"6'2""",196,R
Oliver,Tulk,Univ. of Wisconsin,55,F,21,2005,"Gibsons, BC",Canada,"5'8""",174,R
Vasily,Zelenov,Univ. of Wisconsin,94,F,20,2006,Moskva,Austria,"6'0""",192,L
Kirk,Laursen,Western Michigan Univ.,1,G,26,2000,"Bloomfield Hills, MI",USA,"6'3""",185,L
Gavin,Moffatt,Western Michigan Univ.,35,G,21,2004,"Darien, CT",USA,"6'0""",183,L
Hampton,Slukynsky,Western Michigan Univ.,30,G,20,2005,"Warroad, MN",USA,"6'1""",190,L
Zach,Bookman,Western Michigan Univ.,37,D,23,2002,"Syracuse, NY",USA,"5'11""",185,R
Alexander,Calbeck,Western Michigan Univ.,15,D,19,2006,"St. Charles, IL",USA,"6'1""",190,L
Cole,Crusberg-Roseen,Western Michigan Univ.,3,D,23,2002,"Stratham, NH",USA,"6'0""",190,R
Grady,Gallatin,Western Michigan Univ.,2,D,21,2004,"White Bear Lake, MN",USA,"6'4""",205,L
Zack,Sharp,Western Michigan Univ.,10,D,20,2005,"Naperville, IL",USA,"6'2""",194,L
Samuel,Sjölund,Western Michigan Univ.,33,D,24,2001,Stockholm,Sweden,"6'3""",201,L
Joona,Väisänen,Western Michigan Univ.,27,D,21,2004,Espoo,Finland,"6'0""",176,R
Theo,Wallberg,Western Michigan Univ.,6,D,22,2003,Stockholm,Sweden,"6'5""",216,L
Colby,Woogk,Western Michigan Univ.,14,D,21,2004,"Fort Worth, TX",USA,"6'1""",203,L
Zach,Bade,Western Michigan Univ.,9,F,22,2003,"Rosemount, MN",USA,"6'2""",183,R
Bobby,Cowan,Western Michigan Univ.,19,F,19,2006,"Edina, MN",USA,"5'11""",181,R
Iiro,Hakkarainen,Western Michigan Univ.,22,F,21,2004,Helsinki,Finland,"5'11""",172,L
Ty,Henricks,Western Michigan Univ.,17,F,20,2005,"Mission Viejo, CA",USA,"6'5""",209,L
Samuel,Huck,Western Michigan Univ.,12,F,21,2004,"Calgary, AB",Canada,"5'8""",154,L
Ryan,Humphrey,Western Michigan Univ.,28,F,22,2003,"Northville, MI",USA,"5'11""",165,L
Ryan,Kusler,Western Michigan Univ.,21,F,22,2003,"Battle Creek, MI",USA,"6'0""",187,R
Tyler,MacKenzie,Western Michigan Univ.,11,F,21,2004,"Red Deer, AB",Canada,"5'11""",190,L
Owen,Michaels,Western Michigan Univ.,34,F,23,2002,"Detroit, MI",USA,"6'0""",179,R
Zachary,Nehring,Western Michigan Univ.,8,F,20,2005,"Minot, ND",USA,"6'5""",201,R
Grant,Slukynsky,Western Michigan Univ.,13,F,23,2002,"Edina, MN",USA,"6'1""",198,L
Jamison,Sluys,Western Michigan Univ.,26,F,20,2005,"Point Roberts, WA",USA,"5'10""",194,L
Cole,Spicer,Western Michigan Univ.,25,F,21,2004,"Grand Forks, ND",USA,"5'11""",185,L
Garrett,Szydlowski,Western Michigan Univ.,24,F,23,2002,"Detroit, MI",USA,"6'0""",190,R
Liam,Valente,Western Michigan Univ.,23,F,22,2003,Märsta,Sweden,"6'0""",201,L
William,Whitelaw,Western Michigan Univ.,18,F,21,2005,"Rosemount, MN",USA,"5'9""",174,R
Zaccharya,Wisdom,Western Michigan Univ.,4,F,21,2004,"Toronto, ON",Canada,"6'0""",185,R
Jeth,Fogg,Yale Univ.,33,G,21,2004,"Colorado Springs, CO",USA,"6'2""",179,L
Noah,Pak,Yale Univ.,31,G,22,2003,"Oakville, ON",Canada,"6'0""",170,L
Jack,Stark,Yale Univ.,1,G,22,2003,"Chaska, MN",USA,"5'10""",165,L
Rhys,Bentham,Yale Univ.,22,D,23,2002,"Calgary, AB",Canada,"5'10""",181,L
Joseph,Blackley,Yale Univ.,23,D,22,2003,"Lockport, NY",USA,"5'11""",185,L
Owen,Forester,Yale Univ.,20,D,22,2003,"Mississauga, ON",Canada,"5'10""",185,R
Bayard,Hall,Yale Univ.,2,D,23,2002,"Oldwick, NJ",USA,"6'2""",190,R
Tucker,Hartmann,Yale Univ.,7,D,23,2002,"Southborough, MA",USA,"6'0""",174,R
Hughie,Hooker,Yale Univ.,11,D,22,2003,"Brandon, MB",Canada,"5'7""",159,L
Dylan,Hunt,Yale Univ.,4,D,20,2006,"Marlborough, MA",USA,"6'1""",190,L
Hudson,Miller,Yale Univ.,6,D,20,2005,"New York, NY",USA,"6'4""",205,R
Joose,Pesonen,Yale Univ.,5,D,20,2005,Kuopio,Finland,"5'11""",176,L
David,Andreychuk,Yale Univ.,16,F,23,2002,"Los Angeles, CA",USA,"6'1""",205,L
Elan,Bar-Lev-Wise,Yale Univ.,26,F,25,2001,"Vancouver, BC",Canada,"6'0""",190,R
Micah,Berger,Yale Univ.,9,F,21,2004,"Bethesda, MD",USA,"5'11""",181,L
David,Chen,Yale Univ.,24,F,22,2003,"Livingston, NJ",USA,"6'1""",190,R
Donovan,Frias,Yale Univ.,27,F,21,2004,"Hudson, MA",USA,"6'4""",201,L
Julian,Frias,Yale Univ.,28,F,21,2004,"Hudson, MA",USA,"6'5""",209,R
Kurt,Gurkan,Yale Univ.,21,F,22,2004,"Darien, CT",USA,"5'10""",179,L
Braden,Keeble,Yale Univ.,29,F,21,2004,"Brandon, MB",Canada,"5'10""",170,R
Tom,Molson,Yale Univ.,14,F,21,2005,"Montréal, QC",Canada,"5'8""",154,L
Ronan,O'Donnell,Yale Univ.,8,F,22,2004,"Fairfield, CT",USA,"6'2""",174,R
Iisai,Pesonen,Yale Univ.,13,F,22,2004,Kuopio,Finland,"5'11""",181,L
Beanie,Richter,Yale Univ.,12,F,21,2004,"Greenwich, CT",USA,"6'2""",181,L
James,Shannon,Yale Univ.,10,F,21,2004,"New York, NY",USA,"5'10""",179,R
Kalen,Szeto,Yale Univ.,15,F,23,2002,"Vancouver, BC",Canada,"5'7""",161,R
Jojo,Tanaka-Campbell,Yale Univ.,19,F,25,2001,"Mill Bay, BC",Canada,"5'11""",174,R
Seiya,Tanaka-Campbell,Yale Univ.,18,F,23,2003,"Mill Bay, BC",Canada,"5'9""",174,L
Zachary,Wagnon,Yale Univ.,17,F,21,2004,"Red Bank, NJ",USA,"6'0""",179,R
